$$$2019-01-30 14:21:24.074120,2.971983627,0.639651521,1.593342529,0.005317529,0.003423312,-0.002366893,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:24.129726,2.971983627,0.639651521,1.593342529,0.005317529,0.003423312,-0.002366893,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:24.330131,2.97260325,0.644758871,1.592228408,0.013886073,0.000410918,-0.002332924,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:24.530120,2.973976821,0.657362862,1.591699339,0.034719335,-0.003266429,-0.002758904,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:24.730154,2.973298281,0.661143932,1.596116101,0.02801806,-0.000726449,-0.002009874,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:24.930166,2.969835652,0.656154413,1.601986933,0.00571907,0.007188798,-0.001399748,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:25.130205,2.969339655,0.648147962,1.603410741,-0.013696276,0.005737174,-0.000142684,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:25.330184,2.969605949,0.637688555,1.604912787,-0.030120625,0.003494608,0.000753715,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:25.530045,2.972626439,0.634244386,1.601738985,-0.024836425,-0.004221676,-0.003165121,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:25.730071,2.974743232,0.633301628,1.600072112,-0.01640438,-0.006889878,-0.00055418,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:25.930203,2.976385277,0.633009706,1.597410805,-0.010139849,-0.007444515,-0.007169453,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:26.130155,2.977373579,0.633098003,1.59276702,-0.005687935,-0.006391927,-0.018558234,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:26.330241,2.977078675,0.63378611,1.589177481,-0.001782401,-0.003086234,-0.013350502,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:26.530186,2.976387592,0.635565358,1.585210421,0.002792307,-0.000378949,-0.014971241,2.971983627,0.639651521,1.593342529,0,0,0
$$$2019-01-30 14:21:26.730228,2.976183509,0.636945667,1.582328789,0.004547444,0.000174005,-0.010181382,2.971983627,0.639651521,1.593342529,0,0,0
